(12, 18)	0.3333333432674408
(12, 19)	0.3333333432674408
(12, 80)	0.3333333432674408
(15, 12)	0.0555555559694767
(15, 18)	0.4444444477558136
(15, 19)	0.1666666716337204
(15, 80)	0.2777777910232544
(15, 91)	0.0555555559694767
(17, 15)	0.20000000298023224
(17, 18)	0.4000000059604645
(17, 19)	0.20000000298023224
(17, 80)	0.20000000298023224
(18, 15)	0.25
(18, 19)	0.5
(18, 80)	0.25
(19, 15)	0.1428571492433548
(19, 18)	0.5714285969734192
(19, 80)	0.2857142984867096
(80, 12)	0.10000000149011612
(80, 18)	0.6000000238418579
(80, 19)	0.30000001192092896
(91, 12)	0.20000000298023224
(91, 18)	0.20000000298023224
(91, 19)	0.20000000298023224
(91, 80)	0.4000000059604645
